eid	title	author	firstpage	lastpage	pages
3538	Longitudinal Behavior of the Beam in {KEK} Booster	E. Ezura and M. Kondoh and K. Kudo and S. Takeda	3538	3540	3538-3540
3541	Coupling Resonance $2ν_H - 2ν_V = 0$ in the {KEK} Proton Synchrotron	A. Ando and T. Suzuki and E. Takasaki and K. Takayama	3541	3543	3541-3543
3544	Stability of a Large Synchrotron with Closed Orbit Distortions	T. Suzuki	3544	3546	3544-3546
3547	Improved Chromacity Control for {100 GeV} Storage at {Fermilab}	S. Ecklund and R. Gerig and J. MacLachlan and S. Pruss	3547	3548	3547-3548
3549	Beam Transfer from the {AGS} to {ISABELLE}	W. T. Weng and H. Brown and J. Claus and H. Foelsche and Y. Y. Lee and E. Raka	3549	3551	3549-3551
3552	Status of {ISABELLE} Lattice	J. Claus and M. Cornacchia and E. D. Courant and G. Parzen	3552	3555	3552-3555
3556	Neutral Beam Injection for a Proton Storage Ring	D. W. Hudgings	3556	3558	3556-3558
3559	Status Report on {D.C.I.}	The Orsay Storage Ring Group	3559	3561	3559-3561
3562	Simultaneous Dynamic Compensation of Stopbands and Multipurpose Location of Correction Lenses in the {CERN} {PS} Booster	K. Schindl	3562	3564	3562-3564
3565	Improved Recombination of the 20 {PSB} Bunches and Merging into 5 Dense Bunches in the {CERN} {Proton Synchrotron}	J. P. Delahaye and P. Lefèvre and J. P. Riunaud	3565	3567	3565-3567
3568	Collective Effects at Very High Intensity in the {CERN-PS}	D. Boussard and E. Brouzet and R. Cappi and J. Gareyte	3568	3570	3568-3570
3571	The Variation of $γ_t$ with $Δp/p$ in the {CERN} {ISR}	E. Ciapala and A. Hofmann and S. Myers and T. Risselada	3571	3573	3571-3573
3574	Overlap Knock-Out Resonances with Colliding Bunched Beams in the {CERN} {ISR}	S. Myers	3574	3576	3574-3576
3577	Second Order Effects in the Sextupole-Corrected {SPS} Lattice	P. Faugeras and A. Faugier and J. Gareyte and A. Hilaire	3577	3579	3577-3579
3580	An Investigation of the ‘Flip-Flop’ Beam-Beam Effect in {SPEAR}	M. H. R. Donald and J. M. Paterson	3580	3582	3580-3582
3583	Simulation Measurement of Bunch Excited Fields and Energy Loss in Vacuum Chamber Components and Cavities	M. G. Billing and J. M. Kirchgessner and R. L. Sundelin	3583	3585	3583-3585
3586	Deceleration of Antiprotons in the {Fermilab} Booster	C. Hovjat and K. G. Meisner and S. Ohnuma and A. G. Ruggiero	3586	3588	3586-3588
3589	Azimuthal Redistribution of Beam in the {Fermilab} Main Ring	J. E. Griffin and F. E. Mills	3589	3591	3589-3591
3592	A Measurement of the Longitudial Coupling Impedance in the {Brookhaven} {AGS}	F. Pedersen and E. C. Raka	3592	3594	3592-3594
3595	Correction of the Closed Orbit and Vertical Dispersion and the Tuning and Field Correction System in {ISABELLE}	G. Parzen	3595	3597	3595-3597
3598	Chromatic Corrections for Large Storage Rings	R. V. Servranckx and K. L. Brown	3598	3600	3598-3600
3601	A Method of Transfer Maps for Linear and Nonlinear Beam Elements	A. J. Dragt	3601	3603	3601-3603
3604	Synchrobetatron Oscillation Driving Mechanism	R. L. Sundelin	3604	3606	3604-3606
3607	Some Aspects on Linear and Non-Linear Orbit Motion in Storage Rings	W. H. Backer and C. J. A. Corsten and H. L. Hagedoorn	3607	3609	3607-3609
3610	High Current Beam Stability in Linear Accelerators	J. G. Siambis	3610	3611	3610-3611
3612	Chromatic Correlations at Injection and Related Ejection Problems is Separated Sector Cyclotrons	A. Chabert and J. Ferme and G. Gendreau and P. Lapostolle and P. Yvon	3612	3614	3612-3614
3615	Weak-Strong Instability as a Diffusion Process	S. A. Kheifets	3615	3617	3615-3617
3618	High Frequency Bunches for Proton-Proton Storage Accelerators	J. C. Herrera and M. Month	3618	3620	3618-3620
3621	{PEP II} {RF} System	E. C. Hartwig	3621	3622	3621-3622
3623	Production of Beams with High Line-Density by Azimuthal Combination of Bunches in a Synchrotron	D. Boussard and Y. Mizumachi	3623	3625	3623-3625
3626	The Longitudinal Coupling Impedance of Step Discontinuities in a Circular Beam Tube	H. Hahn and S. Zatz	3626	3637	3626-3637
3638	Prospects for High Energy Heavy Ion Accelerators	C. Leemann	3638	3644	3638-3644
3645	Recent Advances in Design for Low- and Medium-Energy Heavy Ion Accelerators	J. A. Martin	3645	3652	3645-3652
3653	Progress Report on the {500 MeV} Superconducting Cyclotron	H. Blosser and F. Resmini	3653	3658	3653-3658
3659	Initial Operation of the Argonne Superconducting Heavy-Ion Linac	K. W. Shepard	3659	3663	3659-3663
3664	Status of the {Stony Brook} Superconducting Heavy-Ion Linac	J. R. Delayen and G. J. Dick and J. E. Mercereau and J. W. Noe and P. Paul and G. D. Sprouse	3664	3666	3664-3666
3667	The First Year of Operation at the {Heidelberg} Heavy-Ion Postaccelerator	E. Jaeschke and B. Huck and H. Ingwersen and B. Kolb and R. Repnow and T. Walcher	3667	3670	3667-3670
3671	Present Status and Further Developments of the {VICKSI} Heavy Ion Facility	W. Busse	3671	3673	3671-3673
3674	Performance of the New {CERN} {50 MeV} Linac	E. Boltezar and H. Haseroth and W. Pirkl and G. Plass and T. R. Sherwood and U. Tallgren and P. Tetu and D. Warner and M. Weiss	3674	3676	3674-3676
3677	Status of the {E.C.R.} Heavy Ion Source and its Interfacing with {Cyclone}	Y. Jongen and C. Pirart and G. Ryckewaert and J. Steyaert	3677	3679	3677-3679
3680	An {ECR}-Type Light Ion Source for the {Karlsruhe} Isochronous Cyclotron	V. Bechtold and H. P. Ehret and L. Friedrich and J. Mollenbeck and H. Schweickert	3680	3682	3680-3682
3683	A Gas Foil Stripper System for a Heavy Ion {Van de Graaff}	D. J. Bradshaw and B. S. Halliday	3683	3685	3683-3685
3686	Charge Changing Cross Sections for Heavy Ions at Energies to {8.5 MeV/amu}	J. Alonso and D. Dietrich and H. Gould	3686	3687	3686-3687
3688	Optimization of Heavy Ion Focussing Systems with Large Number of Magnets	J. Steinhoff	3688	3691	3688-3691
3692	Design Study of the Intermediate Energy Particle Accelerator Complex	I. Miura and K. Hosono and M. Inoue and T. Itahashi and M. Kondo and T. Saito and A. Shimizu and S. Yamabe and T. Yamazaki	3692	3694	3692-3694
3695	Calculations Pertaining to the Design of a Prebuncher for a 150-{MeV} Electron Linear Accelerator: {II} Radial Motion	Alsmiller, Jr., R. G. and F. S. Alsmiller and J. Barish	3695	3697	3695-3697
3698	Possible Lower Limit to Linac Emittance	J. W. Staples and R. A. Jameson	3698	3700	3698-3700
3701	Computer Calculations of Travelling-Wave Periodic Structure Properties	G. A. Loew and K. L. Bane and R. A. Early and R. H. Miller	3701	3704	3701-3704
3705	A Single-Cavity Double-Frequency Buncher	S. O. Schriber and D. A. Swenson	3705	3707	3705-3707
3708	A Universal Negative or Positive Ion Source	G. D. Alton	3708	3712	3708-3712
3713	{CRYEBIS}, a Multi-Purpose {EBIS} for the Synchrotron Saturne {II}	J. Arianer and A. Cabrespine and G. Deschamps and C. Goldstein	3713	3717	3713-3717
3718	Flourocarbon Stripping of Low Beta Heavy Ions	J. R. Alonso and B. T. Leemann	3718	3720	3718-3720
3721	Superconducting Sector Cyclotron {SUSE} for the {Munich Tandem Laboratory}	H. Daniel and E. Huenges and P. Kienle and H. Morinaga and E. Nolte and J. Scheerer and W. Schott and U. Trinks and E. Zech and R. Zierl	3721	3723	3721-3723
3724	The {Munich} Heavy Ion Postaccelerator	E. Nolte and K. Berdermann and G. Geschonke and M. Kress and H. Morinaga and W. Schollmeier and Y. Shida	3724	3726	3724-3726
3727	The {Holifield Heavy Ion Research Facility} - Phase {II}	J. B. Ball and E. D. Hudson and J. W. Johnson and R. S. Lord and J. A. Martin and G. S. McNeilly and W. T. Milner and S. W. Mosko and R. L. Robinson and R. O. Sayer	3727	3729	3727-3729
3730	Test Accumulation Ring for the {NUMATRON} Project - {TARN} -	Y. Hirao and K. Chida and E. Ezura and T. Hattori and T. Hori and T. Katayama and A. Miyahara and A. Mizobuchi and M. Mutuo and T. Nakanishi and A. Noda and K. Omata and H. Sasaki and N. Tokuda and H. Tsujikawa and S. Watanabe and S. Yamada and M. Yoshizawa	3730	3735	3730-3735
3736	{NUMATRON} Project	Y. Hirao	3736	3738	3736-3738
3739	A {Wideröe}-Based Heavy Ion Preaccelerator for the {SuperHILAC}	J. W. Staples and H. D. Lancaster and R. B. Yourd	3739	3741	3739-3741
3742	Low Beta Accelerating System for Heavy Ions	A. Bertsche and J. Brodowski and J. Keane and A. W. Maschke and R. Sanders	3742	3744	3742-3744
3745	Radio Frequency Quadrupole Accelerating Structure Research at {Los Alamos}	J. M. Potter and F. J. Humphry and G. W. Rodenz and S. W. Williams	3745	3747	3745-3747
3748	Progress in Electronic Frequency Control of Superconducting Helix Resonators	D. Schulze and A. Hornung and P. Schlick	3748	3750	3748-3750
3751	Performance of the {Karlsruhe} Superconducting Proton Linear Testaccelerator	A. Citron and A. Brandelik and W. Herz and R. Hietschold and A. Hornung and W. Küne and M. Kuntze and D. Schulze and K. W. Zieher	3751	3754	3751-3754
3755	Performance of a Superconducting Accelerator Structure with a Modified Geometry	C. M. Lyneis and J. Sayag and H. A. Schwettman and J. P. Turneaure	3755	3756	3755-3756
3757	Dependence of Multi-Pass Beam Breakup on Accelerator Parameters	A. M. Vetter and C. M. Lyneis and H. A. Schwettman	3757	3759	3757-3759
3760	Linac {H⁻}-Beam Operation and uses at {Fermilab}	C. D. Curtis and G. M. Lee and C. W. Owen and C. W. Schmidt and W. M. Smart	3760	3762	3760-3762
3763	Experimental and Calculated {RF} Properties of the Disk-and-Washer Structure	J. M. Potter and F. J. Humphry and S. O. Schriber	3763	3766	3763-3766
3767	Initial Performance of the {PIGMI} Prototype	J. E. Stovall	3767	3769	3767-3769
3770	Mechanical Technologies for PIGMI	L. Hansborough and Bush, Jr., E. and V. Hart	3770	3772	3770-3772
3773	The {500 MeV} Intense Positron Source of the {Saclay} Linac	B. Aune and M. Juillard and F. Netter	3773	3774	3773-3774
3775	Design and Status of an Experimental Superconducting Linear Accelerator for Electrons	G. Arnolds and H. Heinrichs and R. Mayer and N. Minatti and H. Piel and W. Weingarten	3775	3779	3775-3779
3780	Applications of Synchrotron Radiation	A. Bienenstock	3780	3784	3780-3784
3785	Synchrotron Radiation Sources	van Steenbergen, A.	3785	3790	3785-3790
3791	The {Free Electron Laser} and its Possible Developments	C. Pellegrini	3791	3797	3791-3797
3798	{SSRL}: Past Experience, Present Development, Future Plans	H. Winick	3798	3800	3798-3800
3801	{BESSY}, A {800 MeV} Storage Ring Dedicated to Synchrotron Radiation	D. Einfeld and W. D. Klotz and G. Muelhaupt and T. Mueller and R. Richter	3801	3802	3801-3802
3803	The {SRA}: Progress Report on the Dedicated Synchrotron Radiation Source at {Daresbury}; and Operation of a {600 MeV} Booster	D. J. Thompson	3803	3805	3803-3805
3806	Design Status of the {2.5 GeV} {National Synchrotron Light Source} {X}-Ray Ring	S. Krinsky and J. Bittner and L. Blumberg and J. Galayda and R. Heese and J. C. Schuchman and van Steenbergen, A.	3806	3808	3806-3808
3809	An {X}-Ray Synchrotron Source for {Europe}, Members of the Machine Sub-Group of the {ESF} {ad hoc} Commiittee for Synchrotron Radiation	W. H. Backer and M. Bassetti and R. Coisson and D. Degele and Du Pont, F. and A. Hofmann and D. Husmann and Le Duff, J. and G. Mulhaupt and J. Perot and M. Renard and M. Sommer and V. Suller and S. Tazzari and D. J. Thompson	3809	3811	3809-3811
3812	Initial Operation of {SSRL} Wiggler in {SPEAR}	M. Berndt and W. Brunk and R. Cronin and D. Jensen and R. Johnson and A. King and J. Spencer and T. Taylor and H. Winick	3812	3815	3812-3815
3816	Beryllium Windows for Synchrotron Radiation Beam Lines	J. Cerino and R. Cronin	3816	3818	3816-3818
3819	Vacuum Contol System for Synchrotron Radiation Beam Lines	R. E. Melen and B. Salsburg and J. Yang	3819	3820	3819-3820
3821	Computational Method for the Dispersion, Betatron Functions and {C. O. D.} in Nonlinear Lattice	Y. Kamiya	3821	3823	3821-3823
3824	Modeling of Horizontal Wiggler in an {Electron Storage Ring}	R. H. Helm	3824	3826	3824-3826
3827	{Free Electron Laser} Amplifier Operation in Storage Ring	A. Renieri	3827	3829	3827-3829
3830	A {Free Electron Laser} Experiment	H. Bohmer and M. Z. Caponi and J. Munch	3830	3832	3830-3832
3833	Simulations of {Free Electron Laser}	T. Kwan and B. B. Godfrey	3833	3835	3833-3835
3836	{LEDA-F} Storage Ring Dedicated to the {Free Electron Laser} Operation, Preliminary Design	R. Barbini and G. Dattoli and T. Letardi and A. Marino and A. Renieri and G. Vignola	3836	3838	3836-3838
3839	The {NSLS} Booster Synchrotron	J. Galayda and L. Blumberg and R. Heese and S. Krinsky and J. Schuchman and van Steenbergen, A.	3839	3841	3839-3841
3842	{National Synchrotron Light Source} {VUV} Storage Ring	L. Blumberg and J. Bittner and J. Galayda and R. Heese and S. Krinsky and J. Schuchman and van Steenbergen, A.	3842	3844	3842-3844
3845	{SURF}’s Up at {NBS}: A Progress Report	G. Rakowsky and L. R. Hughey	3845	3847	3845-3847
3848	Lattice of Photon Factory Storage Ring	S. Kamada and Y. Kamiya and M. Kihara	3848	3850	3848-3850
3851	Installation and Thermal Design of Synchrotron Radiation Beam Ports at {SPEAR}	C. Jako and N. Hower and T. Simon	3851	3853	3851-3853
3854	Thermal Design of Synchrotron Radiation Exit Ports at {CESR}	D. M. Mills and B. W. Batterman and D. H. Bilderback	3854	3856	3854-3856
3857	A Beam Position Stabilization System	M. Bergher	3857	3859	3857-3859
3860	Single Wavelength Standard Wiggler for {PEP}	W. Brunk and G. Fischer and J. Spencer	3860	3862	3860-3862
3863	Status Report on the Wiggler Magnet for {Adone}	M. Bassetti and A. Cattoni and B. Dulach and A. Luccio and M. A. Preger and M. Serio and S. Tazzari and F. Tazzioli	3863	3864	3863-3864
3865	Channeling Radiation from Positrons	M. J. Alguard and B. L. Berman and S. D. Bloom and S. Datz and R. H. Pantell and R. L. Swent	3865	3869	3865-3869
3870	Induction Linear Accelerators and Their Applications	J. E. Leiss	3870	3876	3870-3876
3877	Advances in High-Power {RF} Amplifiers	P. J. Tallerico	3877	3881	3877-3881
3882	Strong Rare Earth Cobalt Quadrupoles	K. Halbach	3882	3884	3882-3884
3885	Sensitivity of an Energy Doubler Dipole to Beam Induced Quenches	B. Cox and P. O. Mazur and Van Ginneken, A.	3885	3887	3885-3887
3888	The Multiple Magnet Test Program	P. Brindza and R. Flora and G. Kalbfleisch and K. Koepke and M. Kuchnir and P. Limon and D. Richied and C. Rode and R. Steining and S. Stoy and G. Tool	3888	3890	3888-3890
3891	The Trirotron	J. V. Lebacqz and A. J. Dudas and W. R. Fowkes	3891	3893	3891-3893
3894	Recent Measurement Results of Energy Doubler Magnets	M. Wake and D. Blatchley and D. A. Gross and M. Kumada and A. V. Tollestrup	3894	3898	3894-3898
3899	The Design, Construction, and Operation Update of the {ISABELLE} Ring Magnets	A. D. McInturff and E. Bleser and D. Brown and J. Cullen and P. Dahl and D. Gardner and D. Kassner and J. Kaugerts and K. Robins and W. Sampson and P. Schewe and W. Velia	3899	3902	3899-3902
3903	Magnetic Field Measurements on {ISABELLE} Storage Ring Magnets	E. Bleser and P. Dahl and D. Gardner and J. Kaugerts and A. McInturff and K. Robins and W. Sampson and P. Schewe	3903	3906	3903-3906
3907	Implementation of the {ORIC} Magnetic Field Measurements	T. P. Cleary	3907	3909	3907-3909
3910	Field Processing Methods Developed for a Separated-Sector Cyclotron	G. F. Burdzik	3910	3912	3910-3912
3913	Experience with the {LAMPF} Line {D} Fast Kicker System	C. Thompson	3913	3915	3913-3915
3916	A Study of a 90 Bending Magnet for {H⁻} Beams	J. D. Sherman and P. W. Allison	3916	3918	3916-3918
3919	The {NSLS} Magnet System	J. Galayda and R. N. Heese and H. C. H. Hsieh and H. Kapfer	3919	3921	3919-3921
3922	Synchrotron Magnets for the {SNS}	R. T. Elliott and M. R. Harold and J. A. Lidbury	3922	3924	3922-3924
3925	Results of Field Measurements for {PETRA} Magnets	U. Knopf and K. D. Nowakowski and O. Peters and S. Wolff	3925	3927	3925-3927
3928	Stress Analysis for Warm Iron Superconducting Dipoles	S. C. Snowdon	3928	3930	3928-3930
3931	Construction of Energy Doubler Correction Magnets	F. Kircher and M. Leininger	3931	3933	3931-3933
3934	Magnet Protection using {ZNR} Surge Suppressors	H. Pfeffer and D. A. Wolff	3934	3935	3934-3935
3936	A Fast Energy Dump for Beam Line Magnets	R. C. Trendler	3936	3937	3936-3937
3938	Power for the {Fermilab} Tevatron Helium Liquefier	J. Hoover and S. Orr and J. Ryk and A. T. Visser	3938	3940	3938-3940
3941	How to Mass Produce Reliable Cryostats for large Particle Accelerators	B. P. Strauss and G. H. Biallas and R. J. Powers	3941	3943	3941-3943
3944	The Effect of Large Delays on Beam {RF} Phase Lock Loops	J. E. Griffin	3944	3946	3944-3946
3947	{RF} Impedance of the Accelerating Beam Gap and its Significance to the {TRIUMF} {RF} System	R. Poirier	3947	3949	3947-3949
3950	{RF} Acceleration in {KEK} Main Ring	M. Kondoh and K. Ebihara and E. Ezura and T. Ieiri and K. Kudo and Y. Mizumachi and K. Muto and H. Nakanishi and S. Takeda and M. Toda	3950	3952	3950-3952
3953	A High-Speed Voltage-Controlled Oscillator for the {Fermilab} Booster {Low-Level RF} System	S. P. Jachim	3953	3955	3953-3955
3956	The {RF} Reference Line for {PEP}	H. D. Schwarz and J. N. Weaver	3956	3958	3956-3958
3959	Common Anode Amplifier Development	T. W. Hardek and W. E. Chyna	3959	3961	3959-3961
3962	Design of Circuits for Coupling Power Amplifiers to Resonators	A. H. Botha and Van der Merwe, F. S.	3962	3964	3962-3964
3965	A Review of Some Dynamic Loss Properties of {Ni-Zn} Accelerator {RF} System Ferrite	J. E. Griffin and G. Nicholls	3965	3967	3965-3967
3968	Electric Power and Cooling Systems for {PETRA}	W. Bothe	3968	3970	3968-3970
3971	Bench Measurements of the Loss Impedance for {PEP} Beam Line Components	J. N. Weaver and J. B. Styles and P. B. Wilson	3971	3973	3971-3973
3974	A {34 kA} Rapid Cycling {PFN} Power Supply for Driving Injection Magnets	K. R. Bourkland	3974	3976	3974-3976
3977	The 10 Millisecond 150 Kiloampere Pulsed Power Supply for the {Fermilab} Neutrino Focussing Horn	R. C. Trendler	3977	3979	3977-3979
3980	The Design of an {860 KeV} Pre-Accelerator for the New {SIN} High Current Injector Cyclotron	M. Olivo and W. Joho and U. Schryber	3980	3982	3980-3982
3983	New Light Link System for High Voltage Terminal	T. Sakaue and A. Takagi	3983	3985	3983-3985
3986	Subharmonic Ripple Reduction in {SCR}-Type Magnet Power Supplies	R. J. Yarema	3986	3988	3986-3988
3989	New Current Septum Magnet used for Beam Injection and Extraction in Ultra-High Vacuum System	T. Kawakubo	3989	3991	3989-3991
3992	An 800-{MeV} Spin Precessor for Polarized {H⁻} Beams using {H⁻} to {H⁰} Stripping	O. B. van Dyck	3992	3994	3992-3994
3995	An Innovative Spin Precessor for Intermediate Energy Protons	E. W. Hoffman	3995	3996	3995-3996
3997	Distributed Sputter-Ion Pumps for use in Low Magnetic Fields	J. M. Laurent and O. Gröbner	3997	3999	3997-3999
4000	Bakeable Aluminium Vacuum Chamber and Bellows with an Aluminium Flange and Metal Seal for Ultrahigh Vacuum	H. Ishimaru and G. Horikoshi and K. Minoda	4000	4002	4000-4002
4003	Precision Magnetic Measurements by the Floating Wire Analog Technique	M. I. Green and C. G. Dols and T. F. Henderson and D. H. Nelson	4003	4005	4003-4005
4006	Measurements of the Cesium Flow from a Surface-Plasma {H⁻} Ion Source	Smith, Jr., H. V. and P. W. Allison	4006	4008	4006-4008
4009	Stripping Foils for Multiturn Charge Exchange Injection into the {Fermilab} Booster	C. Hovjat and M. Joy and R. C. Webber	4009	4011	4009-4011
4012	Measurement of the Electron Loss Cross Sections for Negative Hydrogen Ions on Carbon at {200 MeV}	R. C. Webber and C. Hovjat	4012	4014	4012-4014
4015	Computer Modeling of the {Gyrocon}	P. J. Tallerico and J. E. Rankin	4015	4017	4015-4017
4018	Travelling Wave Kicker Magnets with Sharp Rise and Less Overshoot	G. Nassibian	4018	4020	4018-4020
4021	A Rapid Cycling Synchrotron Magnet with Separate {AC} and {DC} Circuits	R. J. Burke and M. H. Foss	4021	4023	4021-4023
4024	A Transformer Septum Magnet	M. Foss and W. Praeg and K. Thompson	4024	4026	4024-4026
4027	Magnets in the {PEP} Injection Lines	R. Reimers and R. Avery and K. Halbach and M. Kaviany and A. Lake and R. Main and R. Nissen and J. Peterson and J. Singh	4027	4029	4027-4029
4030	Measurements and Correction of the {PEP} Interaction Region Quadrupole Magnets	R. M. Main and K. Halbach and J. T. Tanabe	4030	4032	4030-4032
4033	{PEP} Insertion Quadrupole Design Features	R. T. Avery and T. Chan and K. Halbach and R. Main and J. Tanabe	4033	4035	4033-4035
4036	{ISABELLE} Insertion Quadrupoles	J. Kaugerts and P. F. Dahl and I. Polk and W. Sampson	4036	4038	4036-4038
4039	The {ISABELLE} Magnet Support and Adjustment System	V. Buchanan and D. Kassner and I. Polk	4039	4041	4039-4041
4042	Factors Determining the Choice of the Beam Tuber Material and the Vacuum Chamber Design for a Superconducting High Energy Storage Accelerator	J. Aggus and Edwards, Jr., D. and H. J. Halama and J. Herrera	4042	4044	4042-4044
4045	Pressure Development During Energy Doubler Quenches	M. Kuchnir and K. Koepke	4045	4046	4045-4046
4047	Eight-{Tesla} Sychrotron Dipoles - Design Alternatives	W. S. Gilbert and G. R. Lambertson and R. B. Meuser	4047	4049	4047-4049
4050	{ESCAR}, Tests of Superconducting Bending Magnets at the Accelerator Site	W. S. Gilbert and G. R. Lambertson and R. B. Meuser and J. B. Renchen	4050	4052	4050-4052
4053	A High Field Superconducting Beam Transport in a {BNL} Primary Proton Beam	J. Allinger and H. N. Brown and A. S. Carroll and G. Danby and B. DeVito and J. W. Glenn and J. Jackson and W. Keith and D. Lowenstein and A. G. Prodell	4053	4055	4053-4055
4056	A Superconducting Dipole for the {Fermilab} Switchyard	J. Walton and R. Dixon and H. Edwards and J. McCarthy	4056	4057	4056-4057
4058	A Device to Measure Quadrupole Gradient-Length Product	D. Reagan	4058	4060	4058-4060
4061	A New {Low Level RF} System for the {Fermilab} Booster	K. G. Meisner and J. E. Griffin and E. F. Higgins and S. P. Jachim	4061	4062	4061-4062
4063	Bipolar Operation of the Main Ring Magnet Supplies	K. R. Bourkland and J. A. Dinkel	4063	4065	4063-4065
4066	The Supply of the {148 MW} Pulsed Power to the {CERN} {SPS} and the Associated Mains Voltage Stabilization and Filtering	O. Bayard	4066	4068	4066-4068
4069	Twenty-Million {Watt} Vacuum Tube and Test Results	D. Carter and A. Deitz and J. Eshleman and R. Gray and J. Stabley and R. Winje	4069	4071	4069-4071
4072	Hardware Implementation and Test Results of {PEP} Chopper Magnet Power Supply System	L. T. Jackson and W. S. Flood	4072	4074	4072-4074
4075	Magnet Power Supply for {ISABELLE}	R. J. Nawrocky and R. F. Frankel and M. G. Thomas	4075	4077	4075-4077
4078	The {CESR} Magnet Power Supply System	D. L. Hartill and D. H. Rice	4078	4079	4078-4079
4080	The {Doublet III} Neutral Beam Source Cryopanel System	J. Tanabe and Van der Arend, P. and R. Yamamoto	4080	4082	4080-4082
4083	The Design and Construction of Transparent Vacuum Chambers for Interaction Areas of Colliding Beam Machines	J. C. Brunet and J. C. Godot and C. Hauviller and W. Jeker and A. Poncet and I. Wilson	4083	4085	4083-4085
4086	Cold Bore Experiments at {CERN} {ISR}	C. Benvenuti and N. Hilleret	4086	4088	4086-4088
4089	Neutral Molecule Desorption from {SS(304)} and {Al(6061)} due to Particle Bombardments	Edwards, Jr., D.	4089	4090	4089-4090
4091	Trace Impurity Analyzer	W. J. Schneider and Edwards, Jr., D.	4091	4092	4091-4092
4093	Helium Refrigeration System and Cryogenic System for Superconducting Switchyard Magnets at {Fermilab}	R. A. Andrews and J. A. Appel and R. L. Dixon and R. D. Kephart and J. King and R. J. Kolar and S. L. Lackey and J. D. McCarthy and R. D. Oberholtzer and E. R. Oetting and A. F. Tummillo	4093	4095	4093-4095
4096	Cyrogenic Supply and Boil-Off Removal for a {LHe} Cyropump in a {4 bar} {SF₆} Insulated {1 MV} Accelerator	H. D. Falter and W. Obert	4096	4098	4096-4098
4099	Process Control System for the Tevatron Liquefier	R. S. Ahlman and Barton, Jr., H. R. and J. E. Harder and G. A. Hodge and J. A. Hoover and M. E. Price and R. K. Rihel and V. T. Sauter and R. J. Walker and D. M. Wilslef	4099	4101	4099-4101
4102	Energy Doubler Refrigeration System	P. D. Brindza and D. E. Richied and C. H. Rode	4102	4104	4102-4104
4105	Central Liquefier for the {Fermilab} Tevatron	R. S. Ahlman and Barton, Jr., H. R. and J. E. Harder and G. A. Hodge and J. A. Hoover and M. E. Price and R. K. Rihel and V. T. Sauter and R. J. Walker and D. M. Wilslef	4105	4107	4105-4107
4108	Operational Experiences with Coupled-Cavity Structures in a High Duty Factor Accelerator	G. E. McMichael and J. McKeown	4108	4110	4108-4110
4111	{30–53 MHz} Super Cavities for 10-{GeV} Acceleration in the {Fermilab} Booster Ring	Q. A. Kerns and M. P. May and H. W. Miller and J. S. Reid	4111	4113	4111-4113
4114	Measurements of Superconducting Niobium Cavities at {700 MHz}	K. Yoshida and J. Halbritter and M. Yoshioka	4114	4116	4114-4116
4117	{GANIL} {RF} Systems	C. Bieth and J. M. Baze and G. Dugay and A. Joubert and C. Pagani	4117	4119	4117-4119
4120	A 50-{mA} Negative Hydrogen-Ion Source	C. W. Schmidt and C. D. Curtis	4120	4122	4120-4122
4123	Polarized {³He} Ion Source for a {CN} {Van de Graaff}	R. J. Slobodrian and R. Pigeon and C. Rioux	4123	4125	4123-4125
4126	The Insulating Stack for the {NSF} Tandem Accelerator	J. M. Leese	4126	4128	4126-4128
4129	One Nanosecond Pulsed Electron Gun Systems	R. F. Koontz	4129	4130	4129-4130
4131	The {CERN} {ISR} Collimator System	T. Risselada and R. Jung and D. Neet and H. O’Hanlon and L. Vos	4131	4133	4131-4133
4134	The New {ISR} Absorber Blocks for High Intensity Beams	C. Hauviller	4134	4136	4134-4136
4137	{LAMPF} Primary Beam Line Protection Systems	R. J. Macek and E. W. Hoffman and van Dyck, O. B.	4137	4139	4137-4139
4140	The {PEP} Laser Surveying System	T. Lauritzen and R. C. Sah	4140	4142	4140-4142
4143	Graphite Targets for use in High Intensity Beams at {LAMPF}	L. Agnew and T. S. Baldwin and D. L. Grisham and R. C. Holmberg and J. E. Lambert and L. O. Lindquist and R. D. Reiswig and L. L. Thorn	4143	4145	4143-4145
4146	An Inexpensive Positron Converter of High Reliability and High Yield	G. Stange	4146	4148	4146-4148
4149	A {CAMAC} Based High-Resolution Repetitive Waveform Generator	R. J. Ducar and T. M. Tomasko and L. A. Winterowd	4149	4151	4149-4151
4152	High Resolution Digital Time Base	R. E. Meller	4152	4155	4152-4155
4156	Current Status of Collective Accelerators	N. Rostoker	4156	4159	4156-4159
4160	Intense Particle Beams	G. Yonas	4160	4165	4160-4165
4166	Multimegawatt Neutral Beams for Tokamaks	W. B. Kunkel	4166	4171	4166-4171
4172	Status Report of the Experimental and Theoretical Investigations in the {Garching Electron Ring Accelerator}	C. Andelfinger and W. Dommaschk and J. Fink and W. Herrmann and I. Hofmann and D. Jacobi and P. Merkel and H. B. Schilling and U. Schumacher and M. Ulrich	4172	4176	4172-4176
4177	Experimental Studies of Heavy Ion Collective Acceleration at the University of Maryland	W. W. Destler and L. Floyd and M. Reiser	4177	4179	4177-4179
4180	The {Experimental Test Accelerator (ETA)}	R. E. Hester and D. G. Bubp and A. W. Chesterman and J. C. Clark and E. G. Cook and W. L. Dexter and A. A. Faltens and T. J. Fessenden and L. L. Reginato and T. T. Yokota	4180	4182	4180-4182
