eid	title	author	firstpage	lastpage	pages
0816	Injection into the {ISA}	J. P. Blewett and R. Chasman and J. G. Cottingham and E. D. Courant and M. Month and E. Raka and van Steenbergen, A.	816	818	816-818
0819	Controlling Nonlinear Resonances in Superconducting Storage Accelerators	G. Parzen	819	821	819-821
0822	Limitation in Short Bunches Production within Electron Storage Rings	H. Bruck and J.-P. Bardin and J. F. Gournay and J. L. Laclare and G. Leleux	822	824	822-824
0825	A Longitudinal Stability Criterion for Bunched Beams	F. J. Sacherer	825	829	825-829
0830	Experimental Investigation of the Coherent Longitudinal Instability of Relativistic Particle Beams	B. Zotter and P. Bramham	830	832	830-832
0833	Noise in Proton Accelerators	E. Hartwig and R. K. Cooper and V. K. Neil	833	837	833-837
0838	Measurements on Beam-Beam Interaction at {SPEAR}	{SPEAR Storage Ring Group}	838	842	838-842
0843	Stochasticity Limit and Turbulent Motion of Phase-Space Fluid	L. C. Teng	843	846	843-846
0847	Beam Dynamics in the Presence of Ions and Electrons	B. Zotter	847	848	847-848
0849	Discussion of Beam Dynamics in the Presence of Ions and Electrons	F. Amman and J. Le Duff and R. Miller and P. L. Morton and A. M. Sessler and B. Zotter	849	849	849
0850	The ‘Head-Tail’ Instability	J. M. Paterson	850	850	850
0851	Discussion: The ‘Head-Tail’ Instability	F. Amman and J. M. Paterson and Ruggiero and A. M. Sessler and B. Zotter	851	851	851
0852	Effect of {RF} Noise on Stored Beams	E. D. Courant	852	852	852
0853	Discussion: Effect of {RF} Noise on Beam	F. Amman and E. D. Courant and A. M. Sessler	853	853	853
0854	High-Intensity Effects in the Longitudinal Motion of Stored Particle Beams	A. M. Sessler	854	856	854-856
0857	Discussion: High-Intensity Effects in the Longitudinal Motion of Stored Particle Beams	J. R. Rees and F. J. Sacherer and A. M. Sessler and B. Zotter	857	857	857
0858	Beam-Beam Limits	F. Amman	858	859	858-859
0860	Discussion: Beam-Beam Limits	F. Amman and E. D. Courant and P. L. Morton and J. M. Paterson and A. M. Sessler	860	861	860-861
0862	Artificial Beam Enlargement	P. L. Morton	862	862	862
0863	Correction of Intensity-Dependent Beam Loss in the {NAL} Booster Synchrotron	E. L. Hubbard and R. E. Peters and A. G. Ruggiero	863	865	863-865
0866	Neutralization of Bunched Proton Beams	H. Schönauer	866	868	866-868
0869	A Pulsed Quadrupole System for Preventing Depolarization	J. Bywater and T. Khoe and R. Lari and C. Potts and W. Praeg and L. Ratner	869	871	869-871
0872	Closed Orbit Correction in the {AGS}	J. C. Herrera and E. G. Gill	872	874	872-874
0875	Parameter Study of the “Invisible” Long Straight Section for Synchrotrons	Meads, Jr., P. F.	875	876	875-876
0877	Bunching of Intense Proton Beams with Six-Dimensional Matching to the Linac Acceptance	M. Weiss	877	879	877-879
0880	Space Charge Effects in the Vertical Plane during Injection in a Synchrocyclotron	D. Thouroude	880	881	880-881
0882	Normal Oscillating Modes of a One-Dimensional Maxwellian Beam in the Linear Space Charge Approximation	G. Besnier	882	884	882-884
0885	Parametrization of Linear Coupled Motion in Periodic Systems	D. A. Edwards and L. C. Teng	885	888	885-888
0889	Effect of Random Fluctuations on Synchrotron Phase Motion	S. C. Snowdon	889	891	889-891
0892	Correcting Closed-Orbit Distortion in the {NAL} Main Ring	J. A. MacLachlan	892	894	892-894
0895	Prebunching with Space Charge	J. J. Olcese and W. J. Gallagher	895	897	895-897
0898	Closed Orbit Correctiion in {SPEAR}	A. S. King and M. J. Lee and P. L. Morton	898	899	898-899
0900	Evaluation of Synchrotron Radiation Integrals	R. H. Helm and M. J. Lee and P. L. Morton	900	901	900-901
0902	General Design Equations for Isochronous Cyclotrons	A. Jain and A. S. Divatia	902	904	902-904
0905	Operating Results on the 800-{MeV} Proton Linac at the {Los Alamos Scientific Laboratory}	D. C. Hagerman	905	909	905-909
0910	The {SLAC} Recirculating Linear Accelerator	W. B. Herrmannsfeldt	910	913	910-913
0914	Initial Operation of the {MIT} Electron Linear Accelerator	J. Haimson	914	918	914-918
0919	Subnanosecond High-Intensity Beam Pulse	G. Mavrogenes and G. Clifft and K. Johnson and W. Ramler and W. Wesolowski	919	922	919-922
0923	The 50-{MeV} Bevatron Injection Linac	D. Brodzik and H. Lancaster and K. H. Lou and R. M. Richter and J. W. Staples and J. T. Tanabe and F. Voelker and E. Zajec	923	927	923-927
0928	Operation of a High Gradient Recirculating {RF} Accelerating Cavity	J. L. Kirchgessner and M. Tigner	928	931	928-931
0932	{100 %} Duty Factor Electron Linac	J. E. E. Baglin and A. J. Bureau and B. C. Cook and G. E. Holland and R. C. Morrison	932	937	932-937
0938	A Multi-Orbit Recirculation System for a Superconducting Linear Accelerator - The Recyclotron	R. E. Rand	938	942	938-942
0943	Equivalent Circuit for a Perturbed Multi-Cell Structure	W. E. Jule and R. L. Gluckstern	943	948	943-948
0949	Operating Characteristics of Argonne's {50 μs} {RF} Particle Separator Beam	A. Moretti and R. Ammar and J. W. Dawson and B. Musgrave and T. P. Wangler and H. Yuta	949	951	949-951
0952	Properties of Disc-Loaded Lines	W. J. Gallagher	952	956	952-956
0957	Properties of Contoured Cavities	J. J. Olcese and W. J. Gallagher	957	959	957-959
0960	Beam Loading of {RF} Cavities	W. J. Gallagher	960	962	960-962
0963	Single- and Double-Drift Bunchers as Possible Injection Schemes for the {CPS} Linac	B. Bru and M. Weiss	963	965	963-965
0966	Use of Strong Relativistic Electron Rings for the Confinement of Thermonuclear Plasmas	H. H. Fleischmann	966	969	966-969
0970	Radiobiological Experiments with Heavy Ions at the {Bevatron}	C. A. Tobias	970	972	970-972
0973	Research Using Synchrotron Radiation	E. M. Rowe	973	979	973-979
0980	A {Free Electron Laser}	J. M. J. Madey and W. M. Fairbank and H. A. Schwettman	980	983	980-983
0984	Synchrotron Radiation at the {Cambridge Electron Accelerator}	H. Winick	984	988	984-988
0989	The Expanding Role of the Small {Van de Graaff} in Nuclear Nondestructive Analysis	A. E. Evans	989	993	989-993
0994	Picosecond Time Measurements with a Linear Accelerator and {RF} Separator	Z. G. T. Guiragossián and R. Gearhart and J. J. Murray and G. Rothbart and M. R. Yearian	994	996	994-996
0997	Production of Negative Pions of Medical Interest by High-Energy Protons	D. Berley and M. Blecher and L. N. Blumberg and D. C. Bonar and W. T. Chu and R. Fairchild and J. D. Fox and A. S. Kanofsky and W.-C. Lam and D. M. Lazarus and Y. Y. Lee and C. L. Wang	997	1001	997-1001
1002	Small Accelerators for Studies in the Application of Neutrons in Biomedicine	S. R. Bull and R. H. Hoft and N. Slaten and J. M. Thomson	1002	1006	1002-1006
1007	Application of Proton Radiation Therapy	J. O. Archambeau and G. W. Bennett and G. S. Levine	1007	1009	1007-1009
1010	Shattering Rock with Intense Bursts of Energetic Electrons	R. T. Avery and T. L. Brekke and I. Finnie and D. Keefe	1010	1014	1010-1014
1015	{60 kW} Electron Accelerator for a Paint-Curing Facility	G. Reinhold and E. Freiberg and R. Gleyvod	1015	1017	1015-1017
1018	The Racetrack Microtron as a Negative Pion Source for Radiotherapy	P. B. Wilson and C. S. Nunan	1018	1021	1018-1021
1022	A Versatile Patient Positioner for Radiation Therapy	J. T. Gunn and J. T. Lyman	1022	1024	1022-1024
1025	Electron Beam Flattening with an Annular Scattering Foil	G. Sandberg	1025	1026	1025-1026
1027	Mechanical Design of the {LAMPF} Low Energy Pion Channel	R. L. Fulton	1027	1028	1027-1028
1029	A Negative Pion Beam Transport Channel for Radiobiology and Radiation Therapy at {TRIUMF}	R. W. Harrison and D. E. Lobb	1029	1031	1029-1031
1032	Radiotracer Measurements of Sputtered Contamination Incurred During Ion Implantation Processing	B. J. Masters	1032	1034	1032-1034
1035	A Tribute to {Lev Artsimovich}	A. C. Kolb	1035	1035	1035
1036	{ISABELLE} Design Study	F. E. Mills	1036	1038	1036-1038
1039	{Proton-Electron-Positron} Design Study	{The LBL-SLAC Storage Ring Study Group}	1039	1044	1039-1044
1045	High Energy Physics Horizons	W. K. H. Panofsky	1045	1049	1045-1049
