eid	title	author	firstpage	lastpage	pages
0587	Performance of the {DESY} {RFQs}	A. Schempp and M. Ferch and H. Klein and P. Schastok and K. H. Pape and S. H. Wang and H. S. Zhang	587	589	587-589
0590	{RFQ}-Injector for {CRYRING}	A. Schempp and H. Deitinghoff and H. Klein and C. J. Herrlander and A. Källberg and A. Soltan	590	592	590-592
0593	Development of an Experimental {RFQ} Accelerator	R. C. Sethi and B. R. Bairi and S. S. Kapoor and V. T. Nimje and P. Junior	593	595	593-595
0596	Racetrack Microtron - {150 MeV} Injector for Compact {SR} Ring	M. Sugitani	596	598	596-598
0599	Internal Beam Facilities at {Kharkov} {PSSR}	Yu. N. Telegin and Yu. N. Grigor’ev and I. M. Karnaukhov and V. M. Khvastunov and V. P. Likhachev and S. A. Pashchuk and O. D. Zvonareva	599	601	599-601
0602	{100 MeV} Electron Linac with the {DAW} Structure as an Injector for the {Siberia-2} Storage Ring	M. M. Karliner and O. A. Nezhevenko and G. N. Ostreiko and B. Z. Persov and S. I. Ruvinsky and G. N. Serdobintsev and E. N. Shaimerdenov and V. G. Vescherevich and V. P. Yackovlev	602	604	602-604
0605	{30 MeV} {RFQ} Linac Parameters	D. A. Demikhovsky and A. P. Maltsev and E. A. Myae and V. I. Stolpovsky and V. A. Teplyakov and E. F. Troyanov and V. A Zenin and A. V. Zherebtsov	605	606	605-606
0607	An Experiment to Evaluate the Possiblility of Electron Cooling of Partially Stripped Heavy Ions	R. Becker and E. Jennewein and M. Kleinod and U. Pröbstel and K. Valadkhani and N. Angert and F. Bosch and I. Hofmann and J. Klabunde and P. Mokler and H. Schulte and P. Spädtke and B. Wolf and A. Müller and S. Schennach and W. Spies	607	609	607-609
0610	Pulse Propagation in {Free Electron Lasers}: The Oscillator Mode and Phase Sensitive Gain Measurements	G. Dattoli and T. Hermsen and D. Jaroszinsky and A. Torre	610	612	610-612
0613	Measurements of the Hollow Beam at the Wake Field Transformer Experiment at {DESY}	F. -J. Decker and W. Bialowons and M. Bieler and H. -D. Bremer and H. -C. Lewin and P. Schütt and G. -A. Voss and R. Wanzenberg and T. Weiland	613	615	613-615
0616	Experimental Study of Simultaneous Acceleration of Protons and {H⁻} Ions in the Cyclotron	V. P. Dmitrievsky and A. A. Glazov and V. V. Kolga and L. K. Thanh and A. T. Vasilenko and V. Bejsovec and M. Cihak and M. Krivanek and Z. Treibal and J. Tucek	616	618	616-618
0619	The Non Linear Dynamic Aperture Experiment in the {SPS}	L. Evans and J. Gareyte and A. Hilaire and W. Scandale and L. Vos	619	621	619-621
0622	Beam Studies with an Unmodulated {RFQ} Beam Line	N. Zoubek and P. Junior and H. Klein and K. Langbein and A. Schempp	622	626	622-626
0627	Collective Coupling States in a Quasineutral Ion Beam	A. V. Agafonov and A. N. Lebedev and G. V. Martirosyan and D. B. Orlov	627	628	627-628
0629	The Particles Scattering on the Hard Part of Synchrotron Radiation in the Accelerators and Storage Rings: The Influence on the Beam Dynamics	S. G. Arutunian	629	630	629-630
0631	Longitudinal Instability of Bunched Beam Interacting with High-Frequency Impedance	V. I. Balbekov	631	633	631-633
0634	Bunch Lengthening in the {SLC} Damping Ring	L. Rivkin and K. Bane and P. Chen and W. Gabella and T. Higo and A. Hofmann and S. Kheifets and T. Knight and W. Linebarger and P. Morton and J. Paterson and T. Raubenheimer and R. Ruth and J. Sheppard and W. Spence and J. Spencer and R. Stege and P. Wilson	634	636	634-636
0637	The Calculated Longitudinal Impedance of the {SLC} Damping Rings	K. L. F. Bane	637	639	637-639
0640	Polarized Beams in the {European} Hadron Facility	P. Blüm and A. Pisent	640	642	640-642
0643	Coherent Betatron Instability in the {Tevatron}	S. A. Bogacz and M. Harrison and K. Y. Ng	643	645	643-645
0646	Coupled Bunch Instability in {Fermilab} Booster - Longitudinal Phase-Space Simulation	S. A. Bogacz and S. Stahl	646	648	646-648
0649	Analytical Evaluation of Synchrotron Radiation Integrals for Isomagnetic Lattices with Rectangular Dipole Magnets	J. A. Uythoven and J. I. M. Botman and H. L. Hagedoorn	649	650	649-650
0651	The Beam Emittance of Cyclotrons with an Axial Injection System	J. I. M. Botman and H. L. Hagedoorn and J. Reich	651	653	651-653
0654	Exhaustive Search of Field Defect Compensation and Reading Errors in {A. G.} Machines	D. Brandt and A. Verdier	654	656	654-656
0657	Proton Emittance Growth Caused by Electron {rf}-Noise and the Beam-Beam Interaction in {HERA}	R. Brinkmann	657	659	657-659
0660	{GALOPR}, A Beam Transport Program, with Space-Charge and Bunching	B. Bru	660	662	660-662
0663	Improving the {Fermilab} Booster Emittance	Y. Chao and J. Crisp and S. Holmes and J. Lackey and W. Merz	663	665	663-665
0666	Analytical and Numerical Evaluation of {Landau} Cavities in the {Fermilab} Booster	Yu-Chiu Chao and King-Yuen Ng	666	668	666-668
0669	Extraction and Central Region Calculations for the Minicyclotron {ILEC}	De Regt, R. and H. L. Hagedoorn and W. Kleeven and van der Heide, J. A.	669	671	669-671
0672	Measurements and Analysis of Collective Effects in the {LEP} Electron Positron Accumulator	S. Bartalucci and J. F. Bottollier-Depois and D. Brandt and J. P. Delahaye and K. Hübner and A. Hofmann and J. P. Potier	672	674	672-674
0675	Analysis of Tracking Data Using Normal Forms	F. Neri and A. J. Dragt	675	677	675-677
0678	Selfconsistent Simulation of High Power Tubes with {TBCI-SF}	F. Ebeling and P. Schütt and T. Weiland	678	680	678-680
0681	Magnet Ramping with Variable Optics in the {SIS}	B. Franczak	681	683	681-683
0684	A Possible Symplectic Coherent Beam-Beam Model	A. W. Chao and M. A. Furman and K. Y. Ng	684	686	684-686
0687	Slow Resonant Extraction at the {European} Hadron Facility	F. Galluccio	687	689	687-689
0690	Fast Instability of Positron Bunches in the {CERN} {SPS}	D. Brandt and J. Gareyte	690	692	690-692
0693	Optics Perturbations due to Discontinuous Replacement of Radiated Energy	G. Guignard and Y. Marti	693	695	693-695
0696	Analytic Calculation of the Dynamical Aperture for the Two Dimensional Betatron Motion in Storage Rings	J. Hagel and H. Moshammer	696	698	696-698
0699	Analytic Theory of Synchro-Betatron Resonances	J. Hagel and T. Suzuki	699	701	699-701
0702	Study of Chromaticity Correction in Low Emittance Storage Ring	M. Hara and R. Nagaoka and H. Tanaka and K. Tsumaki and K. Yoshida	702	704	702-704
0705	High-Frequency Limit of the Longitudinal Impedance of an Array of Cavities	S. A. Heifets and S. A. Kheifets	705	707	705-707
0708	Loss Parameters for Very Short Bunches	J. J. Bisognano and S. A. Heifets and B. C. Yunn	708	710	708-710
0711	Coupling Impedances of a Set of Resonators	H. Henke	711	713	711-713
0714	Beam Emittance Growth by Internal Target Effects in {COSY}	N. Diehl and F. Hinterberger and T. Mayer-Kuckuk and D. Prasuhn	714	716	714-716
0717	A Particle Tracking Method for Accelerators with Small Radius of Curvature	K. Hiramoto and M. Nishi	717	719	717-719
0720	The {CRYRING} Lattice	J. Jeansson and A. Simonsson	720	722	720-722
0723	Status of the {SSC} Lattice Design	A. A. Garren and D. E. Johnson	723	725	723-725
0726	Beam Response Measurements at {SPEAR}	J. M. Jowett and A. Hofmann and K. L. F. Bane and P. L. Morton and W. Spence and R. Stege	726	728	726-728
0729	Synchronous Particle and Non-Adiabatic Capture	J. M. Kats	729	731	729-731
0732	A Storage Ring Mode for {CEBAF} as a Commissioning Tool	J. Kewisch and J. R. Boyce and D. Douglas	732	734	732-734
0735	Moment Equations with Space Charge for an {AVF} Cyclotron	W. J. G. M. Kleeven and H. L. Hagedoorn	735	737	735-737
0738	The Spin Precession Tune Spread in the Storage Ring	I. A. Koop and Ju. M. Shatunov	738	739	738-739
0740	Nonlinear Effects in High-Current Beams	A. P. Korolev and P. R. Zenkevich	740	742	740-742
0743	The Longid Simulation Code	S. R. Koscielniak	743	745	743-745
0746	Polarization Simulation Studies for {LEP}	J. P. Koutchouk	746	748	746-748
0749	Achromatic Lattice Comparison for Light Sources	S. L. Kramer and Y. Cho and E. A. Crosbie	749	751	749-751
0752	Design for a Practical, Low-Emittance Damping Ring	P. Krejcik	752	754	752-754
0755	Nonlinear Beam Behaviour in the {CERN} Antiproton Collector	P. Krejcik	755	757	755-757
0758	Closed Orbit Distortions and Their Corrections in the {600 MeV} Electron-Positron Accumulator at {LEP}	H. Kugler and S. Battisti and D. Brandt and J. P. Potier and A. Verdier	758	760	758-760
0761	The Longitudinal Coupling Impedance of a Cyclic Accelerator Vacuum Chamber with Small Cross-Section Variations	S. S. Kurennoy and S. V. Purtov	761	763	761-763
0764	Nonlinear Synchrotron Motion near Transition Energy in {RHIC}	S. Y. Lee and J. Wei	764	766	764-766
0767	{SLC} Beam Line Error Analysis Using a Model-Based Expert System	M. Lee and S. Kleban	767	769	767-769
0770	A Study of the Coupling Resonances in the {AGS} Booster	S. Y. Lee and S. Tepikian and X. F. Zhao	770	772	770-772
0773	The {RHIC} Lattice	S. Y. Lee and J. Claus and E. D. Courant and G. F. Dell and H. Hahn and B. Parzen and A. G. Ruggiero	773	775	773-775
0776	Collective Effects on {Super-ACO}	M. P. Level and P. C. Marin and M. Sommer and H. Zyngier	776	778	776-778
0779	Simulation of Proton {RF} Capture in the {AGS} Booster	F. Z. Khiari and A. U. Luccio and W. T. Weng	779	781	779-781
0782	Longitudinal Space Charge Via Multi-Particle Simulation	J. R. Maidment and E. A. Karantzoulis	782	784	782-784
0785	Bunch Coalescing and Bunch Rotation in the {Fermilab} Main Ring: Operational Experience and Comparison with Simulations	P. S. Martin and D. Wildman	785	787	785-787
0788	{COSY} - Lattice Description	P. Krejcik and S. Martin and D. Prasuhn and H. Stockhorst and R. Wagner	788	790	788-790
0791	An Experimental Study of the {SSC} Magnet Aperture Criterion	N. Merminga and D. A. Edwards and D. Finley and N. M. Gelfand and R. Gerig and M. Harrison and R. Johnson and M. Syphers and R. Meller and R. Siemann and R. Talman and P. Morton and A. Chao and D. Johnson and S. Peggs and J. Peterson and C. Saltmarsh and L. Schachinger	791	793	791-793
0794	Emittance and Dynamic Aperture in Compact Storage Rings with Superconducting Bending Magnets	H. O. Moser and B. Krevet	794	796	794-796
0797	Numerical Computation of the Longitudinal Coupling Impedance	R. Gluckstern and F. Neri	797	799	797-799
0800	Compensation Schemes for Undulator Insertion	P. Nghiem and M. Sommer and H. Zyngier	800	802	800-802
0803	{TRACY}, A Tool for Accelerator Design and Analysis	H. Nishimura	803	805	803-805
0806	Evaluation of the Dynamic Aperture of {TARN II}	A. Noda and M. Kanazawa and K. Noda and T. Watanabe and M. Yoshizawa	806	808	806-808
0809	Longitudinal Instability in {TRISTAN} Main Ring Observed by a Streak Camera	A. Ogata and K. Nakajima and N. Yamamoto	809	811	809-811
0812	Low Energy Multi Pulse Stacking in {MIMAS} by Betatron Deceleration	J. C. Ciret and M. Olivier and J. Payet	812	814	812-814
0815	Transverse Impedance of a Conducting Cylindrical Pop with Discontinuous Cross Section	E. Gianfelice and L. Palumbo	815	817	815-817
0818	Code Comparison for Accelerator Design and Analysis	Z. Parsa	818	820	818-820
0821	The Effect of Coupling on Intrabeam Scattering	B. Parzen	821	823	821-823
0824	Interactive First Turn and Global Closed Orbit Correction	V. Paxson and S. Peggs and L. Schachinger	824	826	824-826
0827	Correction of Random Multipole Errors with Lumped Correctors	J. M. Peterson and E. Forest	827	829	827-829
0830	Beam Instability Characteristics of the {Daresbury} {SRS}	M. W. Poole and J. N. Corlett and J. S. MacKay and V. P. Suller	830	832	830-832
0833	Partial Beam Decorrelation of Sources Providing Ion Out of Axial Magnetic Fields	J. Reich and H. Beuscher and R. K. Bhandari and J. I. M. Botman and H. L. Hagedoorn	833	835	833-835
0836	Beam-Beam Interactions and Luminosity Considerations in {RHIC}	M. J. Rhoades-Brown	836	838	836-838
0839	Beam Foil Interaction Studies for the Future Stripper of {GANIL}	E. Baron and Ch. Ricaud	839	841	839-841
0842	Closed Orbit Correction of the {CERN} Antiproton Collector Ring	M. Martini and L. Rinolfi	842	844	842-844
0845	Optimization of a Low Emittance Lattice for the {ESRF}	A. Ropert	845	847	845-847
0848	Polarized Antiprotons with the Spin Splitter	H. Kreiser and R. Rossmanith and A. Penzo and Y. Onel	848	850	848-850
0851	Emittance Growth Induced by Radiation Fluctuations in the Final Focus of a Linear Collider	F. Ruggiero and B. Zotter	851	853	851-853
0854	Beam Optics of a Dipole Fringe Field	L. Sagalovsky	854	856	854-856
0857	Interactive Global Decoupling of the {SSC} Injection Lattice	L. Schachinger	857	859	857-859
0860	Strategies for Longitudinal Painting in the {EHF} Booster at Injection	E. Gianfelice and H. Schönauer	860	862	860-862
0863	Design of a Bunching System for a High-Intensity Electron L{INAC}	R. H. Miller and C. H. Kim and F. Selph	863	865	863-865
0866	{ITACA}: A New Computer Code for the Integration of Transient Particle and Field Equations in Axi-Symmetrical Cavities	L. Serafini and C. Pagani	866	868	866-868
0869	Bunch Length Measurements at {Adone}	M Bassetti and M. Castellano and S. De Simone and S. Guiducci and P. Patteri and M. A. Preger and M. Serio and N. Cavallo and F. Cevenini and L. Palumbo	869	871	869-871
0872	The Effect of Perturbation on the Longitudinal Motion of Particles in a Stepped Phase Velocity Linac	Yu. Senichev and E. N. Shaposhnikova	872	874	872-874
0875	Analysis of the Triple Bend Achromat as a Lattice for {BESSY II}	B. Simon and R. Maier and G. Wüstefeld	875	877	875-877
0878	Bunch Length and Impedance Measurements in {SPEAR}	K. Bane and M. Donald and A. Hofmann and J. Jowett and W. Lockman and P. Morton and W. Spence and R. Stege and P. Wilson	878	880	878-880
0881	On the Inhererent Properties of the Cyclotron Equilibrium Orbits	Lj. S. Milinkovic and K. M. Subotic	881	883	881-883
0884	Effects of Insertion Devices on Beam Dynamics	L. Tosi	884	886	884-886
0887	Description of Nonlinear Beam Dynamics in the {CERN} {Large Hadron Collider} by Using Normal Form Algorithms	A. Bazzani and B. Leemann and W. Scandale and G. Servizi and G. Turchetti	887	889	887-889
0890	Impedance Calculation above Cut-Off with {URMEL-I}	U. van Rienen and T. Weiland	890	892	890-892
0893	Addition of a Beam-Beam Element to {MAD}. {LEP} Simulation Results	A. Verdier and J. M. Veuillen	893	895	893-895
0896	Transverse Stability of the High Intensity {SPS} Proton Beam	L. Vos	896	898	896-898
0899	Transverse Two-Beam Instability at {LEP}	J. M. Wang	899	901	899-901
0902	Computer Simulations of the Wake Field Transformer Experiment at {DESY}	W. Bialowons and M. Bieler and H. -D. Bremer and F. -J. Decker and H. -C. Lewin and P. Schütt and G. -A. Voss and R. Wanzenberg and T. Weiland	902	904	902-904
0905	Discrete Helical Spin Rotators	U. Wienands	905	907	905-907
0908	Nonlinear Beam Dynamics Close to Resonances Excited by Sextupole Fields	F. Schmidt and F. Willeke	908	910	908-910
0911	Persistent Current Field Errors and Dynamic Aperture of {HERA-p}	R. Brinkmann and F. Willeke	911	913	911-913
0914	The Analytical Lattice Approach for the Ring Design of {BESSY II}	G. Wüstefeld and R. Maier and B. Simon	914	916	914-916
0917	Spin Matching Conditions for a Storage Ring with Solenoid Rotators	D. N. Shatilov and A. A. Zholents	917	922	917-922
0923	Magnet Exciting System with Dual Resonant Frequency Circuit	T. Adachi and H. Sasaki and H. Someya	923	925	923-925
0926	Protection of Superconducting Magnets against Irradiation during Fast Resonance Extraction from {UNK}	A. N. Akimov and I. S. Baishev and A. I. Drozhdin and Yu. S. Fedotov and M. A. Maslov	926	928	926-928
0929	Advances in {BNL}’s Polarized Ion Source Development	J. Alessi and B. DeVito and A. Hershcovitch and A. Kponou and C. Meitzler	929	931	929-931
0932	Computer Controlled System for {RF} Manipulation at {ITEP} Proton Synchrotron	N. N. Alexeev and V. P. Piskunov and A. S. Rjabcev and V. P. Zavodov and Ju. M. Zlatov	932	934	932-934
0935	A Drift Tube Accelerating Structure for {CRYRING}	K. Abrahamsson and G. Andler and C. B. Bigham	935	937	935-937
0938	Industrial Production of Superconducting Accelerating Cavities for {HERA}	G. Arnolds-Mayer and A. Matheisen and W. -D. Möller and D. Proch	938	940	938-940
0941	Test Results on {1.5 GHz} Superconducting Cavities at {Saclay}	B. Aune and M. Boloré and J. Bourbonneux and J. M. Cavedon and J. P. Charrier and P. Damsin and J. Fagot and A. Godin and J. Gratadour and B. Hervieux and M. Juillard and F. Koechlin and P. Leconte and C. Magne and B. Mahut and A. Mosnier and J. Rodriguez and A. Veyssiere and S. Buhler and T. Junquera and Le Scornet, J. and A. Liebe	941	943	941-943
0944	Large Frequency Swing {RF} Cavities for {MIMAS}	P. Ausset and T. Aniel and C. Fougeron and J. M. Lagniel	944	946	944-946
0947	Matching of Ion Sources to Cyclotron Inflectors	R. Baartman	947	948	947-948
0949	Space Charge Neutralization Studies of an {H⁻} Beam	R. Baartman and D. Yuan	949	950	949-950
0951	Operational Software for Multicycling the {CERN} Super Proton Synchrotron	R. Bailey and J. Ulander and I. Wilkie	951	953	951-953
0954	Development of a High Brightness Electron Gun for the Accelerator Test Facility at {Brookhaven National Laboraotry}	K. Batchelor and H. Kirk and J. Sheehan and M. Woodle and K. McDonald	954	957	954-957
0958	Superconducting {RF} Cavities for {LEP}	P. Bernard and D. Bloess and G. Cavallari and E. Chiaveri and G. Geschonke and E. Haebel and H. Lengeler and G. Passardi and J. Schmid and R. Stierlin and J. Tückmantel and W. Weingarten	958	960	958-960
0961	Collisional and Radiative Processes Used for Diagnostics in a Heavy-Ion Storage Ring Employing Electron Cooling	H. F. Beyer and D. Liesen	961	963	961-963
0964	Computer Controls Programming for Decelerating Beam in the {Fermilab} Antiproton Accumulator	V. Bharadwaj and D. Bogert and M. Church and M. Glass and W. Marsh and D. McConnell and D. Peterson	964	966	964-966
0967	Hollow Beam Gun for the Wake Field Transformer Experiement at {DESY}	M. Bieler and W. Bialowons and H. -D. Bremer and F. -J. Decker and H. -Ch. Lewin and P. Schütt and G. -A. Voss and R. Wanzenberg and T. Weiland	967	969	967-969
0970	Behaviour of Warm Accelerating RF Structures under High Gradient	G. Bienvenu	970	972	970-972
0973	The {MIMAS} and {SATURNE} Kicker Magnet Systems	G. Bohner and J. Tilmont	973	975	973-975
0976	Determination of {100 psec} Short Linac Bunches by Broadband Pickups and Reconstruction Technique	K. Bongardt and K. Kennepohl	976	978	976-978
0979	Resonant Beam Position Monitor for Low Intensity Ion Beams	R. Bossart	979	981	979-981
0982	A {600 MHz} Chopper System for an Electron Linac	C. Bourat and B. Aune and M. Jablonka and J. M. Joly	982	984	982-984
0985	{RF} Feedback Applied to a Multicell Superconducting Cavity	D. Boussard and H. P. Kindermann and V. Rossi	985	987	985-987
0988	Test of a {352 MHz} Superconducting Cavity in the {CERN} {SPS}	Ph. Bernard and D. Bloess and D. Boussard and G. Cavallari and E. Chiaveri and W. Erdt and E. Haebel and H. P. Kindermann and H. Lengeler and G. Passardi and J. Schmid and R. Stierlin and J. Tückmantel and W. Weingarten	988	990	988-990
0991	The {100 MHz} {RF} System for the {CERN} Collider	D. Boussard and P. Baudrenghien and T. Linnecar and G. Rogner and W. Sinclair	991	993	991-993
0994	High Emissivity Photocathodes	M. Boussoukaya and H. Bergeret and R. Chehab and B. Leblond and J. Leduff	994	996	994-996
0997	The Gun/Chopper System for the {Mainz} Microtron	H. Braun and H. Herminghaus and A. Streun	997	999	997-999
1000	RF System of {COSY} {Jülich}	G. Berg and W. Bräutigam and H. U. Hacker and A. Hardt and H. Launer and S. Martin and K. Nau and A. Richert and W. Spie and G. Wüstefeld	1000	1002	1000-1002
1003	A Fast Chopper for Programmed Population on the Longitudinal Phase Space of the {AGS} Booster	J. M. Brennan and L. Ahrens and J. Alessi and J. Brodowski and J. Kats	1003	1005	1003-1005
1006	A High Harmonic Cavity for Controlled Longitudinal Phase Space Dilution in the {AGS}	J. M. Brennan and L. Ahrens and P. Cameron and W. Frey and M. A. Goldman and D. Kasha and J. Kats and A. McNerney and E. Raka and R. Sanders	1006	1008	1006-1008
1009	The Separation of Control Variables in an {H⁻} Ion Source	P. S. Bowling and S. K. Brown	1009	1011	1009-1011
1012	Beam Transfer Lines for the Tandem-Superconducting Cyclotron at {Laboratorio Nazionale Del Sud}	L. Calabretta and L. Cao and G. Cuttone and P. Di Bernardo and D. Giove and K. Liu and G. Raia and C. Yan	1012	1014	1012-1014
1015	Logistics of {LEP} Installation	C. Genier and S. Capper	1015	1017	1015-1017
1018	Diagnostic and Control System for the {LISA} Project	M. Castellano and S. De Simone and G. Di Pirro and S. Guiducci and P. Patteri and M. Serio and L. Trasatti and N. Cavallo and F. Cevenini	1018	1020	1018-1020
1021	Development of Pellet Chain for Charge Carrying	K. H. Chung and J. H. Hong and B. H. Choi and S. K. Ko	1021	1023	1021-1023
1024	APF Accelerating Structures for Light and Heavy Ions	I. V. Chuvilo and A. Y. Dyadin and M. L. Gusev and V. S. Kabanov and I. V. Khomenko and V. V. Kurakin and V. V. Kushin and S. B. Manusadjan and I. O. Parshin and S. V. Platnikov and D. N. Seleznev and V. S. Stolbunov and S. B. Ugarov and N. N. Vinogradskiy and A. B. Zarubin	1024	1026	1024-1026
1027	Design of Hybrid Magnet Undulators with Non-Constant Parameters for High Gain and High Efficiency {Free Electron Laser}	F. Ciocci and G. Dattoli and L. Giannessi and A. Torre	1027	1029	1027-1029
1030	The Magnet System of the {Electron Positron Accumulator (EPA)}	D. Cornuet	1030	1032	1030-1032
1033	An Adiabatic Electron Gun for the {CRYRING} Electron Cooler	H. Danared	1033	1034	1033-1034
1035	Vacuum Chamber {EDDY} Current Correction Coil for the {AGS} Booster	G. Danby and J. Jackson	1035	1037	1035-1037
1038	Beam Diagnostics for Heavy and Polariezed Ions in the Range of {10 keV/amu} to {1 GeV/amu}	L. Degueurce and P. Ausset	1038	1040	1038-1040
1041	New Electron Source Assisted by Two Lasers	J. P. Girardeau-Montaut and C. Girardeau-Montaut and H. Corbet and R. Dei-Cas and G. Haouat and J. P. Laget and E. Michaud and M. Renaud and J. Sigaud	1041	1043	1041-1043
1044	A {CW}-PION Focusing Horn for Low-Energy Muon Neutrino Beams	T. Dombeck and R. Fisk and D. D. Koetke and D. S. Koetke	1044	1046	1044-1046
1047	Performance of the {Los Alamos} Expanding Telescope	T. Dombeck	1047	1049	1047-1049
1050	Time Stepping Klystron and Lasertron Simulations	A. Dubrovin	1050	1052	1050-1052
1053	{GANIL} {D.C.} Power Converters: Imporvement of the Response to Mains Fluctuations, Mains Voltage Harmonic Filtering	G. Dugay	1053	1055	1053-1055
1056	An Improved Ion Source for a Compact Cyclotron	F. Dworschak and W. Kogler and W. Stellmacher and G. Lucki	1056	1058	1056-1058
1059	Injection and Fast Extraction in the {ESR}	G. Eickhoff and K. Beckert and B. Franczak and B. Franzke	1059	1060	1059-1060
1061	{ESRF} Insertion Devices	P. Elleaume	1061	1063	1061-1063
1064	Three Dimensional Survey for Magnet Alignment	K. Endo and Y. Ohsawa and I. Ikoda and M. Kadokura and K. Kobayashi and T. Kobayashi	1064	1066	1064-1066
1067	Corrosion of Copper by Deionized Cooling Water	H. Schöler and H. Euteneuer	1067	1068	1067-1068
1069	A {5 kW}, {1.5 GHz} Klystron for Superconducting Cavities	C. Bearzatto and G. Faillon	1069	1071	1069-1071
1072	The 3 Preinjectors of {MIMAS} for Heavy Ions Polarized and Unpolariezed Ions	J. Faure and J. L. Lemaire and R. Vienet	1072	1074	1072-1074
1075	A Radiofrequency Pulse Compressor for Square Output Pulses	A. Fiebig and Ch. Schieblich	1075	1077	1075-1077
1078	Optical Transition Radiation Diagnostics for Low Emittance, High Energy, Charged Particle Beams	R. B. Fiorito and D. W. Rule and S. G. Iversen and X. K. Maruyama and S. E. Caldwell and J. S. Ladish	1078	1080	1078-1080
1081	Studies of Fast Wire Scanners for {LEP}	C. Fischer and G. Burtin and R. Colchester and B. Halvarsson and R. Jung and J. M. Vouillot	1081	1083	1081-1083
1084	Modulation of the Lepton Production for the {CERN} {LEP} Pre-Injector	G. P. Benincasa and P. Burla and L. Casalegno and A. Daneels and J. P. Delahaye and B. Frammery and F. Giudici and I. Kamber and J. Lewis and P. Schenkels and Ch. Serre and C. -H. Sicard	1084	1086	1084-1086
1087	Advanced Concepts in Accelerator Timing Control	R. Frankel and C. Salwen	1087	1089	1087-1089
1090	The {AGS} Booster Control System	R. Frankel and E. Auerbach and T. Clifford and B. Culwick and S. Mandell and R. Mariotti and C. Salwen and N. Schumburg	1090	1092	1090-1092
1093	Separation of Reaction or Decay Products from Cooled Ion Beams Stored in the {ESR}	B. Franzke and G. Eickhoff	1093	1095	1093-1095
1096	Radio Frequency System of the {RIKEN} Ring Cyclotron	T. Fujisawa and Y. Chiba and S. Kohara and Y. Kumata and M. Nagase and K. Ogiwara and Y. Oikawa and I. Takeshita and I. Yokoyama	1096	1098	1096-1098
1099	{52 MHz} {RF} System of {HERA}	L. W. Funk and J. C. Brown and P. J. P. Bunge and R. J. Burton and S. T. Craig and A. B. Hood and R. M. Hutcheon and T. T. Ngoc and D. R. Proulx and R. J. West and M. S. deJong	1099	1101	1099-1101
1102	The {52 MHz} {RF} System for {PETRA II}	L. W. Funk and J. C. Brown and P. J. P. Bunge and R. J. Burton and S. T. Craig and A. B. Hood and R. M. Hutcheon and R. J. West and M. S. deJong	1102	1104	1102-1104
1105	The Radio Frequency System for Protons in {HERA}	A. Gamp and W. Ebeling and W. Funk and J. R. Maidment and C. W. Planner and G. H. Rees	1105	1107	1105-1107
1108	{RF} Sparking in Accelerator Cavities	A. Gerhard and J. Brutscher and H. Klein and M. Kurz and A. Schempp and R. Hutcheon and G. Bolme	1108	1110	1108-1110
1111	Operational Experience with the Distributed Control System of the {Milan} Superconducting Cyclotron	A. Amato and M. Castro and G. Cuttone and D. Giove and A. Paccalini and G. Rivoltella	1111	1113	1111-1113
1114	$4π/5$ Backward {TW} Structure Tested for Electron Linacs Optimization	P. Girault and D. Tronc and G. Bienvenu	1114	1116	1114-1116
1117	Use of {VMEBUS} in Accelerator Applications	J. F. Gournay and F. Garreau and A. Giraud and G. Gourcy and J. Rouault	1117	1119	1117-1119
1120	Control Facilities for Commissioning and Operation of the Water Cooling, Air Handling and Fire Detection of {LEP}	C. Bertuzzi and A. Guiard-Marigny	1120	1122	1120-1122
1123	Studies of Fundamental Processes in High Power Switches	M. A. Gundersen and V. Dominic and W. Hartmann and G. Kirkman	1123	1125	1123-1125
1126	Expertsystem for {COSY} - Control	N. Bongers and B. Dahmen and R. Danzglock and H. U. Hacker and A. Hardt and C. Henkel and K. Henn and J. Launer and S. A. Martin and K. Nau and O. Ollech and S. Peischard and A. Richert and H. Singer and K. Sobotta and W. Spie and A. Weinert and D. Weynen and G. Schug and G. Röhling	1126	1128	1126-1128
1129	A Versatile Multi Processed Control System for {MIMAS}	D. Bogard and J. L. Hamel and P. Hulin and J. Payet	1129	1131	1129-1131
1132	Magnets and Power Supplies for {COSY}	U. Bechstedt and N. Bongers and W. Briéll and A. Hardt and W. Klein and U. Schwarz and E. Veiders	1132	1134	1132-1134
1135	Investigations of Intense Pulsed Electron Beams from Pseudo-Spark Discharges	W. Benker and J. Christiansen and K. Frank and H. Gundel and W. Hartmann and T. Redel and M. Stetter	1135	1137	1135-1137
1138	{ECR} Ion Source for the Injector {AVF} Cyclotron at {Riken}	K. Hatanaka and H. Nonaka	1138	1139	1138-1139
1140	Properties of Spiral Loaded Cavities	J. Häser and H. Klein and A. Schempp	1140	1142	1140-1142
1143	Development of Composite Tubes for Experimental Vacuum Chambers of Colliders	C. Hauviller	1143	1145	1143-1145
1146	Computer-Aided Engineering in High Energy Physics	G. Bachy and C. Hauviller and R. Messerli and M. Mottier	1146	1148	1146-1148
1149	Fast Longitudinal Phase Space Diagnostics for the Injector Linac of {MAMI}	H. Euteneuer and H. Herminghaus and K. W. Nilles and H. Schöler	1149	1150	1149-1150
